review,review_clean,sentiment
"Sound quality is nice, but the earpads directly sit on ears and cause pain after sometime. an around the ear design which doesn't put pressure on ears would have been better.READ MORE",sound quality nice earpads directly sit ear cause pain sometime around ear design doesnt put pressure ear would betterread,NEUTRE
I just rock....🤩READ MORE,rockread,POSITIF
Good product 👍READ MORE,good product read,POSITIF
Amazing product!!!READ MORE,amazing productread,POSITIF
Good product. Super sound quality but mic have some problem... Overall it's a good product.READ MORE,good product super sound quality mic problem overall good productread,POSITIF
Nice ProductREAD MORE,nice productread,POSITIF
AwesomeREAD MORE,awesomeread,POSITIF
After 15 days 1 side is not working.READ MORE,day side workingread,NEGATIF
OkayREAD MORE,okayread,POSITIF
NiceREAD MORE,niceread,POSITIF
Awesome product with excellent delivery. Value for money 💰.Got it in 9 hrs after placing order.READ MORE,awesome product excellent delivery value money got hr placing orderread,POSITIF
Awesome product must buyREAD MORE,awesome product must buyread,POSITIF
Fantastic product boat is the best product for bass type bettery backup is so good in begining its hurts only in 15 minutes and all but slowly slowly its not hurting at much at all you can deal with itREAD MORE,fantastic product boat best product bass type bettery backup good begining hurt minute slowly slowly hurting much deal itread,POSITIF
"Bass is a little more, best headphone for bass loverREAD MORE",bass little best headphone bass loverread,POSITIF
Sound quality is very good..Mic is so bad that voice always break.. if you looking a headphone with mic then go for other product.Overaal bd experienceREAD MORE,sound quality goodmic bad voice always break looking headphone mic productoveraal experienceread,NEGATIF
TopREAD MORE,topread,POSITIF
Best product everREAD MORE,best product everread,POSITIF
Good productREAD MORE,good productread,POSITIF
matterial quality not too much good. you can feel pain in your ear if you wear more than 1 hr. otherwise it is good.i bought in 1200 rs.READ MORE,matterial quality much good feel pain ear wear otherwise goodi bought rsread,NEUTRE
WonderfulREAD MORE,wonderfulread,POSITIF
Just awesome yrREAD MORE,awesome yrread,NEUTRE
Very good product....READ MORE,good productread,POSITIF
Wrost build quality in headsetREAD MORE,wrost build quality headsetread,NEGATIF
SprREAD MORE,sprread,POSITIF
🥰Fabulous outstanding😍READ MORE,fabulous outstandingread,POSITIF
"Nice , but it have more sound leakage , and after 20 mins you'll feel pain in earREAD MORE",nice sound leakage min youll feel pain earread,NEUTRE
Waste of money... no on-site warranty.. stopped working in a months time.READ MORE,waste money onsite warranty stopped working month timeread,NEGATIF
Very good product. Does the job for you. 4 star ratings since there's no flexibility with the head strap which makes little bit irritating after 1 hr continuous usage. Overall product is goodREAD MORE,good product job star rating since there flexibility head strap make little bit irritating continuous usage overall product goodread,POSITIF
"Bought it the second time because of good bass. But just after a month the audio jack socket got damaged by itself. It's not the first, but second time and the same problem. I don't suggest wasting money on this!READ MORE",bought second time good bass month audio jack socket got damaged first second time problem dont suggest wasting money thisread,NEGATIF
Nice productREAD MORE,nice productread,POSITIF
"Nice , but it have more sound leakage , and after 20 mins you'll feel pain in earREAD MORE",nice sound leakage min youll feel pain earread,NEUTRE
Waste of money... no on-site warranty.. stopped working in a months time.READ MORE,waste money onsite warranty stopped working month timeread,NEGATIF
Very good product. Does the job for you. 4 star ratings since there's no flexibility with the head strap which makes little bit irritating after 1 hr continuous usage. Overall product is goodREAD MORE,good product job star rating since there flexibility head strap make little bit irritating continuous usage overall product goodread,POSITIF
"Bought it the second time because of good bass. But just after a month the audio jack socket got damaged by itself. It's not the first, but second time and the same problem. I don't suggest wasting money on this!READ MORE",bought second time good bass month audio jack socket got damaged first second time problem dont suggest wasting money thisread,NEGATIF
Nice productREAD MORE,nice productread,POSITIF
Mic is not working wellREAD MORE,mic working wellread,NEUTRE
good productREAD MORE,good productread,POSITIF
That is great productREAD MORE,great productread,POSITIF
"Facing some issue like connection,8d audio.READ MORE",facing issue like connectiond audioread,NEGATIF
"Its have some issue on noise. When ever i try to talk on call through this head phone. It got the other sound like fan , buzz and all. Rest are okREAD MORE",issue noise ever try talk call head phone got sound like fan buzz rest okread,POSITIF
I like this product.READ MORE,like productread,POSITIF
Awesome productREAD MORE,awesome productread,POSITIF
Very nice 👌READ MORE,nice read,POSITIF
Best headphones under 1000.ProsSound quality with good bassDecent battery lifeComes with AUX cableConsMic is poor u can't talk with low voiceREAD MORE,best headphone prossound quality good bassdecent battery lifecomes aux cableconsmic poor cant talk low voiceread,POSITIF
It was best but i was facing call issue. After brake was voice other person.READ MORE,best facing call issue brake voice personread,NEGATIF
Nice productREAD MORE,nice productread,POSITIF
Most soundREAD MORE,soundread,POSITIF
Supprrrr 👌READ MORE,supprrrr read,POSITIF
Nice qualityREAD MORE,nice qualityread,POSITIF
Bluetooth range is poor .It's less than 2.5 m...Don't waste moneyREAD MORE,bluetooth range poor less mdont waste moneyread,NEGATIF
Nice productREAD MORE,nice productread,POSITIF
Most soundREAD MORE,soundread,POSITIF
Supprrrr 👌READ MORE,supprrrr read,POSITIF
Nice qualityREAD MORE,nice qualityread,POSITIF
Bluetooth range is poor .It's less than 2.5 m...Don't waste moneyREAD MORE,bluetooth range poor less mdont waste moneyread,NEGATIF
Osm sound system I love this boat proud of youREAD MORE,osm sound system love boat proud youread,POSITIF
Battery backup is not good and mic is not proper work I am not happy with this product 😭😭READ MORE,battery backup good mic proper work happy product read,NEGATIF
"Really a good product. Got this for 1,499 . Sound Quality is awesome , very light weighted . This really helps us to concentrate in aour work . The box caontained the aux cable and the charging wire so no need to buy it separately ,can be adjusted so it is fit for any size . I would recommend it to everyoneREAD MORE",really good product got sound quality awesome light weighted really help concentrate aour work box caontained aux cable charging wire need buy separately adjusted fit size would recommend everyoneread,POSITIF
Very nice product. Should buy!!!READ MORE,nice product buyread,POSITIF
Very goodREAD MORE,goodread,POSITIF
NiceREAD MORE,niceread,POSITIF
Its a wonderful product. Just go for it.READ MORE,wonderful product itread,POSITIF
Awesome protuctREAD MORE,awesome protuctread,POSITIF
I have replaced item and got new one.But the box of new product was very bad.It was already teared one and had foldings.READ MORE,replaced item got new onebut box new product badit already teared one foldingsread,NEGATIF
Very nice  product I am very happy witht it .Must buy.READ MORE,nice product happy witht must buyread,POSITIF
SuperbbbbbbREAD MORE,superbbbbbbread,POSITIF
"I bough this 2 week before and I am happy with it,Small problem is not so comfortable But the sound quality is good, bass is good, Connectivity is good, overall best Product for the price..READ MORE",bough week happy itsmall problem comfortable sound quality good bass good connectivity good overall best product priceread,POSITIF
Good product❤️❤️❤️READ MORE,good productread,POSITIF
Worth buyingREAD MORE,worth buyingread,POSITIF
Very nice sound quality excellent clear bassREAD MORE,nice sound quality excellent clear bassread,POSITIF
The product is very nice but without cable the sound of footsteps in pubg is little bit bumpyREAD MORE,product nice without cable sound footstep pubg little bit bumpyread,POSITIF
Very nice products every one should this and really awesomeREAD MORE,nice product every one really awesomeread,POSITIF
Very good 👍😊 bassREAD MORE,good bassread,POSITIF
It is a good product I blive in flipkart and boat very good music with bassREAD MORE,good product blive flipkart boat good music bassread,POSITIF
Connectivity is not so great. Bass is good. Long wear hurts the ear. Better to opt ear budsREAD MORE,connectivity great bass good long wear hurt ear better opt ear budsread,NEUTRE
